"time","measured_M0","reference_M0","command_M0","measured_M1","reference_M1","command_M1","measured_M2","reference_M2","command_M2","measured_M3","reference_M3","command_M3","measured_M4","reference_M4","command_M4","measured_M5","reference_M5","command_M5","measured_M6","reference_M6","command_M6","angle_0","angle_1","angle_2","angle_3","angle_4","angle_5","angle_6","JR3_FX","JR3_FY","JR3_FZ","JR3_MX","JR3_MY","JR3_MZ","map_creation_id","unix_time_seconds"
200.3775,1.74221993,1.756685,0.36934608,3.88459565,3.878686,1.11850408,6.55846165,6.550773,1.23803949,8.57309522,8.574796,2.14848972,3.78034754,3.772781,0.89664839,9.61181024,9.633021,1.99846703,7.25745033,7.28027,1.54126659,71.1,103.8744,-87.12,107.1,86.58,103.86,123.3,-1.80038310834293,0.734176833467332,-6.63929559290649,0.0529439271557135,0.100789988241065,0.0197338903298247,1512347428281.59,1512396439
201.1775,5.70078436,5.63198,1.46854533,0.40274656,0.404228,0.07078606,8.73708665,8.683761,1.98991952,5.96755517,5.954719,1.27094063,9.8535034,9.858735,2.77806352,6.81765923,6.828472,1.13322268,6.44890839,6.459521,1.20323762,86.94,79.497,-90.36,102.6,100.6074,100.8,122.94,-1.80079154662293,0.930644350557332,-7.03305396174649,0.0756980415223331,0.104729784441022,0.0234252858798247,1512347428280.41,1512396440
201.9795,2.42742988,2.438488,0.50386913,8.46072838,8.45197,2.2136721,0.63709792,0.292473,0,8.78689184,8.795241,2.19196755,5.62941121,5.635687,1.38089577,5.19481557,5.192622,0.83230526,5.18487699,5.168746,0.89961433,76.68,123.4008,-57.7548,107.3988,93.24,95.04,120.24,-0.754565998262931,0.891351596667332,-5.49182679461649,0.0749598612095215,0.0668869920287003,0.0222330809498247,1512347428281.75,1512396441
202.77777,9.37236716,9.363296,2.3019909,0.05997148,0.056544,0,4.17970606,4.174169,0.99957851,7.41929381,7.396325,1.61724139,3.07514645,3.073981,0.7233052,7.23689482,7.239115,1.50037326,6.41739798,6.401942,1.35777233,101.25,70.56,-72.18,103.5,82.3374,97.2036,121.5,-1.17045286759293,0.830657855567332,-5.22243576253649,0.0650447696544375,0.0728418406194951,0.0201622780398247,1512347428282.24,1512396442
203.5805,7.07346323,7.154277,1.56342746,9.46307765,9.436318,2.49658082,0.56718776,0.261163,0,9.06969512,9.086605,2.26800613,8.04182275,8.061962,2.30984824,3.89294928,3.913547,0.55487805,9.27061702,9.273677,1.96095803,100.8,130.9878,-57.06,110.7,96.4188,91.8,130.86,-1.07750797527293,1.03496902493733,-5.48729832595649,0.0871646581152603,0.0757955998289159,0.0257122785698247,1512347428280.37,1512396443
204.3815,8.20851526,8.185542,2.04622004,4.38085713,4.388517,1.01788216,9.31059916,9.326902,2.12016159,5.93762596,5.946016,1.26916216,2.92166011,2.90694,0.67150001,6.85989901,6.866113,1.40054938,2.00492134,2.010292,0.26862928,101.52,115.74,-91.08,102.78,82.4688,95.94,103.068,-0.904808029682931,0.332265415277332,-4.35914143291649,0.0123725565436099,0.0653731963090755,0.0107751852398247,1512347428281.35,1512396443
205.1825,0.91628626,0.946384,0.21292197,6.49951233,6.510081,1.68928761,7.12226132,7.136276,1.33073635,2.98264795,2.97828,0.5604821,1.00133122,1.00101,0.23671265,2.81639948,2.813051,0.33725451,4.34990713,4.353642,0.94131853,63.36,116.64,-85.5,87.48,65.0448,81.54,108.72,-0.726770781712931,0.050757925247332,-3.05867785538649,-0.0185844100417033,0.0459814782584823,0.00576852339982473,1512347428279.95,1512396444
206.7845,2.90595878,2.860006,0.6052322,9.30868759,9.246684,2.43407431,3.06509513,3.054726,0.46186528,6.60216855,6.609185,1.69502178,2.59898892,2.607162,0.92431509,7.15953049,7.035439,1.49788444,4.55828253,4.562029,0.99923727,82.44,128.1582,-74.16,99.6768,70.524,95.3424,112.5162,-1.17295992507293,0.389727105027332,-4.14484853106649,0.0219062435395999,0.0671499621890039,0.0115252698198247,1512347428278.79,1512396446
207.5845,1.64825346,1.673662,0.35197955,6.55575688,6.566312,1.49424695,6.46957733,6.479712,1.4764732,4.9827131,4.986438,1.03129144,4.04982375,4.04451,1.23254713,2.50671638,2.485352,0.29270081,0.60637805,0.007533,0,71.46,121.68,-81.72,96.48,75.42,79.92,78.48,0.0959237793070691,0.051050701307332,-2.82084977224649,-0.0163308828908369,0.0274783860251311,0.00477387352982473,1512347428281.06,1512396447
208.3855,0.97354693,0.956871,0.1901179,8.70321223,8.681489,2.29198789,9.66116701,9.662063,2.17534101,9.53252585,9.491629,2.38963578,5.00405891,5.009533,1.48702719,1.63763851,1.629005,0.11434289,2.36938068,2.366068,0.56568472,65.7,128.34,-93.78,112.1616,84.0132,74.52,91.404,0.102161312067069,0.123012801797332,-3.84689906340649,-0.0172624222115213,0.0376165522019455,0.00856532028982473,1512347428280.3,1512396447
209.1865,3.52916444,3.518303,0.98704312,0.13620647,0.235499,0.0009363,8.6806163,8.659953,1.72312016,5.00394595,5.044521,1.01877156,3.26567721,3.261221,0.7542413,1.90722778,1.91208,0.16738054,6.98526332,6.977827,1.48926964,74.16,72.2556,-90.9,98.28,77.58,71.82,119.2968,-0.632300021982931,0.351889794757332,-4.11295681982649,0.00549373672578105,0.0492707262654635,0.0131198769298247,1512347428281.54,1512396448
209.9875,6.69963011,6.655427,1.70384187,8.29255966,8.310799,2.23228309,7.77460645,7.797836,1.77437485,8.8980254,8.916991,2.26534098,5.92215323,5.941811,1.7733342,9.01729078,8.982333,1.86170344,8.94546091,8.965238,1.8948554,97.083,130.6098,-93.42,113.5386,89.7426,103.14,131.04,-2.29034857419293,0.778602389027332,-6.67832174733649,0.0550980425845599,0.116679478044591,0.0220469855298247,1512347428280.7,1512396449
210.7875,0.45718313,0.467992,0.08434691,0.66488191,0.663306,0.11597798,5.67108714,5.677921,1.02825373,3.59365665,3.591812,0.6647999,3.64911058,3.641217,0.82143324,0.9621409,0.93891,0,0.58051464,0.557606,0.00232689,49.5738,74.241,-81.18,89.5212,77.04,63.36,75.5082,0.765791036557069,-0.010584861102668,-2.44968457398649,-0.0245558039541973,0.00291460227582114,0.00357214281982473,1512347428281.16,1512396450
211.5885,7.23496816,7.243337,1.8347568,1.62702373,1.650235,0.61457286,8.70151035,8.626935,1.93832562,5.53871974,5.533622,1.46649359,7.13762014,7.137014,2.07459941,7.27416526,7.261553,1.45511046,9.0736486,9.073583,1.89662435,95.1624,90.1098,-91.26,101.0952,91.9368,95.94,129.96,-1.89994828901293,0.848459747077332,-6.13761457532649,0.0629116217516019,0.0983999208982703,0.0224392315998247,1512347428279.96,1512396451
212.3895,2.42415462,2.421711,0.50479008,1.36635656,1.361735,0.29185743,3.00489784,2.980389,0.44870507,8.79988002,8.80367,2.1665547,4.55240953,4.552515,1.08231856,9.39643242,9.413277,1.96999629,0.65494245,0.653922,0.0094068,75.24,85.32,-74.2212,106.92,86.76,101.34,81.5346,-0.331706945452931,0.516582323837332,-5.29768982884649,0.0374130173277763,0.0555006299738367,0.0124396084298247,1512347428279.13,1512396451
213.1905,3.06633428,3.033068,0.62758381,0.11124656,0.203196,0,5.5075491,5.505648,1.23797053,0.48293394,0.18574,0,3.12122619,3.115968,0.72171424,9.76032722,9.755724,2.06323934,2.1388689,2.12978,0.50915717,75.24,64.9584,-76.32,66.0204,76.3614,102.3588,89.46,-1.17167005907293,0.342422247937332,-4.17176721585649,0.0249879232233803,0.0638376740800439,0.00777769128982473,1512347428281.88,1512396452
213.9905,1.45117223,1.485689,0.30686365,5.05014395,5.047365,1.37870189,4.51728562,4.493792,0.78766011,0.46395995,0.304585,0,4.21189353,4.210416,1.26048441,6.12454268,6.115541,1.00521768,0.63404839,0.623135,1.434e-05,66.06,102.9474,-75.06,63.9288,77.697,96.3,79.0344,-0.762963993922931,0.197481523987332,-3.42241936002649,0.0102140039243423,0.0494098517172099,0.00537679261982473,1512347428282.39,1512396453
214.7915,6.18292738,6.199421,1.60917179,3.86607333,3.857336,1.12132782,4.10426185,4.04754,0.88887094,7.11491889,7.105372,1.82414969,7.42708692,7.287995,2.00144092,9.32505396,9.339217,1.95905005,6.6290487,6.620695,1.41103749,90.54,104.58,-76.86,101.493,93.24,105.3306,119.34,-1.75224446991293,0.901771431587332,-6.35505262724649,0.0782660299776863,0.0981949423776743,0.0213258623998247,1512347428280.75,1512396454
215.5925,9.97140366,9.989239,2.50711125,7.40292538,7.401804,1.98676593,7.37423183,7.430495,1.692291,8.42503011,8.399778,2.13790005,1.68699363,1.668757,0.39735567,7.40540221,7.403411,1.28986794,5.58333151,5.589174,1.0130933,107.973,124.0992,-88.38,108.5184,75.3228,103.68,118.8,-1.90633452997293,0.565734273227332,-5.29243268975649,0.0372723442616079,0.0969744179218479,0.0156802451398247,1512347428281.01,1512396455
216.3935,9.09972881,9.104787,2.01453838,7.52275553,7.522596,1.91905676,1.07508155,1.070753,0.08700513,6.26684779,6.300408,1.33424256,2.83277591,2.806165,0.93310448,8.73030869,8.732599,1.82332074,7.31550173,7.298594,1.55198127,107.28,124.38,-63.5742,102.6576,75.6,104.58,122.8842,-1.68639256609293,0.724899518727332,-4.87703514649649,0.0598841936046279,0.0855764155171551,0.0176406504498247,1512347428279.53,1512396455
217.1935,1.75599875,1.762337,0.35962485,6.11528796,6.124026,1.38851649,4.53693726,4.545691,1.07277068,1.51995441,1.514171,0.22729891,6.23081993,6.232619,1.78654987,9.2292803,9.22191,1.95208214,6.4460849,6.461354,1.20439927,73.5588,118.98,-73.08,79.9002,85.6044,104.9454,122.4,-1.93435230650293,0.680367638347332,-5.20748361473649,0.0588768187810607,0.0911940677754747,0.0163834731998247,1512347428280.68,1512396456
217.9945,4.76066767,4.749677,1.3413181,4.55749642,4.539756,1.0574514,9.05230399,9.081934,2.09580862,4.93301914,4.934508,1.31859791,7.74128769,7.760748,2.2328108,1.60104583,1.601476,0.0842514,8.08530506,8.082113,1.71768786,85.2516,114.84,-90.36,96.2028,93.96,75.6,126.4788,-0.861532803902931,0.604678732897332,-4.53614257486649,0.0366417821271627,0.0614463529106187,0.0181122981498247,1512347428281.97,1512396457
218.7955,4.96960757,4.899432,1.23475226,0.07600907,0.1342,0,6.49657019,6.487086,1.19924101,4.27852847,4.284124,0.87482203,7.41771281,7.420995,1.8841394,4.85746195,4.86073,0.97359384,9.96994543,9.986113,2.0951209,85.32,70.5672,-85.86,93.6,93.96,85.5,132.3,-1.15552913435293,0.839293252527332,-5.38978962352649,0.0602551693394999,0.0711498095497207,0.0225067233398247,1512347428278.92,1512396458
219.5965,9.47514304,9.475437,2.35856434,4.06157379,4.066555,1.16878149,4.6556379,4.646514,0.85173604,7.78047795,7.7879,1.98898994,4.63045142,4.625284,1.14070144,9.88885367,9.904222,2.04934115,8.08293328,8.13394,1.54665584,105.561,107.2044,-82.62,105.84,90.1746,106.38,131.4,-2.17549237750293,0.984711474897332,-6.58999940957649,0.0812754867436427,0.110247347444235,0.0245194939898247,1512347428280.09,1512396459
220.3965,4.0509496,4.100543,0.92176207,0.88635862,0.884275,0.17272733,5.40183671,5.388945,0.93240982,1.46867934,1.464521,0.2036853,-0.02450814,0.055159,0,4.71402745,4.740703,0.74251076,6.56523726,6.571162,1.17811781,84.96,80.9424,-77.94,74.3724,51.9498,90.8226,126.657,-1.77887213077293,0.401579315227332,-3.59331200780649,0.0208232237900879,0.0695057294854959,0.0112479718898247,1512347428279.46,1512396459
221.1975,2.2034689,2.154,0.45925758,1.90677792,1.90874,0.64659643,3.30260927,3.293826,0.52030683,0.52438316,0.082638,0,3.9879324,4.002696,1.22189893,5.22994006,5.247777,1.03987855,2.08973981,2.082737,0.28322041,72.36,82.62,-68.94,62.5212,72.54,90.9,101.7954,-0.848576023542931,0.316825988127332,-3.13780916366649,0.0216852665971639,0.0460632551403771,0.00774726058982473,1512347428282.45,1512396460
221.9985,9.40658812,9.433109,2.35513157,2.2653646,2.270801,0.76992985,9.19246333,9.227711,2.10672135,8.9954932,8.990808,2.27785934,6.29079131,6.318295,1.8514337,8.26194392,8.272842,1.70942163,5.41945472,5.427938,1.17601709,105.615,96.381,-92.5416,110.1276,90.7758,102.96,117.36,-1.79228468084293,0.723498726857332,-6.32671522484649,0.0530185597049051,0.102290288424165,0.0188842283298247,1512347428282.37,1512396461
222.7995,4.84096832,4.823709,0.98961784,5.78832453,5.788669,1.58771719,3.42458516,3.420396,0.55408324,5.65459673,5.659966,1.16727277,5.05533407,5.04906,1.18119098,1.10952836,0.323902,0,4.19325848,4.192185,0.72065331,92.88,110.3652,-76.5918,100.26,86.535,69.9408,114.84,0.0333911053870691,0.492737547887332,-3.41526646537649,0.0269653410158583,0.0309645024078063,0.0146518488498247,1512347428279.04,1512396462
223.5995,5.64815403,5.548875,1.3149495,2.96887232,2.964358,0.67800838,8.54858867,8.556488,1.95798521,8.73369679,8.643131,2.12597396,7.83796498,7.846984,2.27454498,4.50011792,4.483111,0.89155922,8.07107453,8.077276,1.71779975,94.32,104.94,-91.26,110.88,95.94,84.78,128.2176,-1.06290619266293,0.817605354617332,-5.74504005519649,0.0558905901235195,0.0771793902271643,0.0229499754198247,1512347428281.09,1512396463
224.4005,5.11744665,5.106975,1.10262477,4.8358954,4.84116,1.31267675,0.92600004,0.95872,0.08599011,0.46576693,0.356975,0,5.45514384,5.446168,1.2575182,3.3568202,3.356118,0.46061375,1.31541908,1.313338,0.14334159,91.26,105.66,-56.52,66.2904,86.8032,82.26,93.9924,0.292904216597069,0.423195140967332,-2.25843101257649,0.0356458182560135,0.0138106361046387,0.00999722114982473,1512347428279.88,1512396463
225.2015,6.47352315,6.481979,1.64877327,8.06453219,8.0739,2.12916506,7.82701092,7.831012,1.76430061,0.29974427,0.317968,0,2.89082735,2.882748,0.68401317,9.71006863,9.688565,2.03975794,7.87489666,7.861094,1.66713078,97.02,123.0516,-85.0842,64.0746,79.1928,105.5754,126.648,-2.37061850871293,0.567815516847332,-4.7068152043265,0.0448751859026007,0.0988920130086023,0.0144980329498247,1512347428281.96,1512396464
226.0025,6.88586905,6.899005,1.51395744,0.0563574,0.160485,0,3.58270198,3.586189,0.57976132,8.15216551,8.163732,2.03203776,2.78342083,2.819666,0.65738392,1.01872411,1.024024,0,2.60328073,2.597873,0.38919362,96.84,70.2558,-74.7,102.6936,76.32,68.58,105.5628,0.255468605807069,0.379856334017332,-2.98828850792649,0.0139651479504555,0.0212538518537911,0.0113079756998247,1512347428279.49,1512396465
226.8025,4.11295388,4.148092,0.94176824,0.3915654,0.432423,0.19400746,0.86512503,0.867811,0.06785486,0.53093367,0.344419,0,9.39541605,9.400912,2.63626968,6.69477985,6.661417,1.41180265,7.15501307,7.167735,1.52127723,84.96,68.22,-53.2188,64.0584,95.7042,93.4524,122.5494,-0.898766065012931,1.04255533210733,-4.50574055461649,0.0976511565487151,0.0553782527068303,0.0230432403998247,1512347428281.2,1512396466
227.6035,8.69291704,8.699749,2.16159031,2.53698702,2.569065,0.81967102,5.45401522,5.457945,1.2573304,6.31484757,6.309861,1.62826958,4.46002409,4.460397,1.06682599,4.65654062,4.65865,0.75485556,2.27643061,2.275431,0.32062457,101.6478,91.9818,-77.1768,96.426,88.38,91.08,105.1326,-0.561368758622931,0.587299716467332,-4.23876754779649,0.0433439970342335,0.0530758528377419,0.0145751925998247,1512347428282.58,1512396467
228.4045,6.83018944,6.804315,1.44701262,3.23484769,3.230072,0.9873677,7.75314771,7.77278,1.76840448,7.22887595,7.226226,1.86064816,5.19989794,5.209502,1.53263344,2.86304394,2.863735,0.3458576,8.00421373,8.008685,1.70081241,100.44,97.9254,-86.22,101.9484,89.1,84.5154,126.315,-1.12292875134293,0.714618389677332,-4.85029339034649,0.0484887941383459,0.0702278129081451,0.0193539253398247,1512347428282.88,1512396467
229.2055,1.7028037,1.737866,0.35337053,0.61462325,0.607286,0.10481656,0.5634607,0.497844,0,7.87613866,7.886632,1.68334899,9.72204043,9.726169,2.71811542,2.33945137,2.333579,0.23338743,0.94135985,0.946835,0.06611765,69.471,72.9756,-53.7642,102.42,99.261,77.904,87.4998,1.17943842216707,0.698948696227332,-4.01216013627649,0.0543826012677279,0.00584152664938953,0.0164919556598247,1512347428279.3,1512396468
230.0055,8.09376764,8.090768,2.02042936,4.17112631,4.163602,1.19604885,2.24243572,2.249527,0.63127934,5.34931829,5.377085,1.1381124,1.61809976,1.61104,0.38285788,1.48889582,1.501706,0.06415139,8.97968187,8.979453,1.89943504,98.7282,100.8108,-62.109,94.68,71.9532,69.705,130.0914,-0.577173203802931,0.640864577257332,-2.93635675394649,0.0434214451050811,0.0370876705036627,0.0166896765598247,1512347428279.26,1512396469
230.8075,3.42853453,3.454645,0.77633125,4.38108311,4.388647,1.24816991,5.30267481,5.30116,1.221457,6.5276277,6.522402,1.66293567,3.17927767,3.174885,1.03656316,1.59121995,1.63025,0.20525857,6.51204223,6.484077,1.17668478,85.32,102.06,-75.42,98.64,76.2606,69.48,127.98,-0.747626839802931,0.569663850977332,-3.62940142196649,0.0329477867583179,0.0476830143138227,0.0160910193898247,1512347428279.98,1512396470
231.6085,6.51610177,6.519063,1.67923312,3.66695883,3.674045,1.09126181,7.93837036,7.952018,1.8117769,8.21371813,8.224332,2.09421989,1.88543018,1.8514,0.41878316,5.56311486,5.558678,1.15752275,5.13732903,5.121242,0.88254065,95.04,102.24,-86.1174,105.66,75.2652,88.4178,123.84,-1.33672013771293,0.559640102847332,-4.67798821753649,0.0311002655104407,0.0738485159118423,0.0161855949798247,1512347428281.31,1512396471
232.4085,1.82749013,1.832435,0.37900016,3.82518879,3.795544,1.05155153,8.81648389,8.828094,2.04126765,9.17619826,9.196948,2.28933321,7.249996,7.312626,2.07760074,3.53831569,3.538456,0.50196922,4.53637208,4.538565,0.76150586,75.96,102.6,-90.18,111.06,93.2814,85.86,120.78,-0.936181176392931,0.667300160917332,-5.70886631433649,0.0414666650452915,0.0736475940816231,0.0193924975498247,1512347428280.81,1512396471
233.2095,7.04929394,7.039253,1.79193463,5.22283024,5.221163,1.45300889,9.93775871,9.951046,2.25251788,2.31381386,2.318215,0.43350263,0.85721907,0.835809,0.19464529,1.54841553,1.534821,0.10049568,2.1778334,2.19074,0.31290849,95.751,107.8326,-91.44,85.2372,64.2024,70.6572,103.941,-0.446485681642931,-0.037345634532668,-2.12524385430649,-0.0295693671702065,0.0335487441218131,0.00428928504982473,1512347428280.49,1512396472
234.0105,4.73954775,4.724064,0.98769767,0.33091622,0.338794,0.0482724,6.12996491,6.120832,1.1353204,4.93742391,4.936182,1.27791721,1.23139118,1.165407,0.52255162,6.91738582,6.893252,1.48105115,4.92466185,4.937045,1.06646846,89.2314,74.511,-83.7864,92.7,64.62,92.4606,113.04,-1.25856114040293,0.305503515027332,-4.09569133058649,0.00959348964999986,0.0655367353075587,0.00971352893982473,1512347428280.76,1512396473
234.8115,9.73569681,9.756324,2.41607452,2.24492233,2.244371,0.74648802,10.02765944,9.964351,2.25773527,1.1435234,1.151354,0.17188732,1.12601769,1.115895,0.27019689,8.07909305,8.090247,1.6869678,3.28431244,3.277572,0.53158654,105.12,91.44,-91.053,76.7736,63.7434,98.2116,111.24,-1.83600233489293,0.250385315097332,-3.81699140121649,0.00733437191133066,0.0797642952468831,0.00822847385982473,1512347428279.82,1512396474
235.6125,2.04320645,2.071941,0.42306735,6.73996318,6.758983,1.83935157,5.21819517,5.223428,0.92365407,7.97055699,7.976249,2.01247073,9.32234352,9.338569,2.61812461,2.66991556,2.676087,0.30309124,1.9463052,1.951768,0.2567234,78.0228,115.8714,-85.2948,107.424,99.099,82.62,100.7874,0.0880781006970691,0.460993289467332,-4.66153351073649,0.0257338059363535,0.0428932387226427,0.0141890250198247,1512347428281.39,1512396475
236.4125,6.6946607,6.684455,1.70642258,6.94212717,6.933503,1.83953389,0.68645294,0.666547,0.01414375,4.94781448,4.936879,1.00330915,8.16345977,8.163858,2.06137441,6.77688775,6.731977,1.34372091,6.27554454,6.278238,1.3430281,95.04,118.26,-58.8186,98.82,98.82,95.94,119.52,-0.707840929062931,0.920050817767332,-5.12163805081649,0.0820245213858055,0.0629590792271483,0.0221173168498247,1512347428279.8,1512396475
237.2135,2.90889517,2.898747,0.61032915,6.7040481,6.799284,1.66363249,0.560976,0.175349,0,7.29008977,7.304118,1.82586966,6.31326651,6.308841,1.54129207,1.37968224,1.389784,0.04709052,7.4287812,7.435046,1.58956356,82.26,117.9,-55.62,103.14,94.5,72.7956,124.56,-0.000807953902930881,0.819838964167332,-4.16818473239649,0.0642542360862215,0.0361242014446187,0.0212207751898247,1512347428280.73,1512396476
238.0145,9.88635942,9.882594,2.45785776,7.3954713,7.395013,1.94428227,6.99396078,7.012125,1.61649331,0.88624476,0.884955,0.1225855,7.90380929,7.902773,2.23138546,1.13222945,0.037633,0,2.07889752,2.078091,0.28337968,106.38,121.14,-83.5344,77.3082,95.76,68.3082,104.7258,0.168663513907069,0.324486072587332,-2.40479575121649,0.0152490900697263,0.0219669698323551,0.0106435125898247,1512347428281.32,1512396477
238.81395,7.07368913,7.09626,1.51992738,5.71931774,5.70691,1.30981662,3.56869743,3.560393,0.57582121,0.89957177,0.896564,0.09803539,6.26650909,6.264979,1.53019002,7.04557337,7.077207,1.50428499,4.03276988,4.014712,0.87150406,102.06,117.72,-75.06,74.5776,93.6,94.68,110.2338,-0.763887183362931,0.538409624367332,-3.81331513341649,0.0444069310047095,0.0544737859382563,0.0136871702398247,1512347428281.13,1512396478
239.6155,1.52921418,1.526778,0.3125864,9.04259916,9.070653,2.39763721,3.80395268,3.827055,0.92298284,7.60146706,7.543996,1.90877222,6.51735019,6.520299,1.88858144,5.74957987,5.751708,0.99183638,4.08732021,4.086396,0.88764207,73.782,127.2906,-75.42,104.0274,94.32,94.14,111.24,-0.699401780362931,0.603836948107332,-5.05676940772649,0.0457111307497551,0.0641738261755763,0.0161784014798247,1512347428281.87,1512396479
240.4165,1.10760741,1.101417,0.23260249,5.05635571,5.072286,1.1527342,9.93143396,9.935761,2.23397908,8.14233971,8.058848,1.97978317,9.27411793,9.27828,2.64822379,3.79051218,3.779925,0.53802905,8.31604274,8.317223,1.75815075,67.86,118.62,-94.68,109.26,102.105,89.7048,127.8,-1.30499728731293,0.779672495787332,-6.44915802553649,0.0540423461839343,0.0896752405120183,0.0225654746798247,1512347428282.53,1512396479
241.2175,9.75884958,9.74654,2.40634351,2.96435464,2.968608,0.65164757,2.30014836,2.304514,0.32328198,2.35876417,2.374669,0.42969684,5.44565682,5.437011,1.31783075,1.99294963,1.979299,0.15862225,9.52100635,9.529752,2.00789649,104.3442,104.5512,-69.5952,84.96,91.08,75.8484,131.6214,-0.585237424472931,0.808283136547332,-3.52861667815649,0.0641694229982687,0.0426534421032679,0.0203473581698247,1512347428280.11,1512396480
242.0185,0.68453236,0.706825,0.14076022,2.06387832,2.079546,0.43820657,4.01289286,4.01802,0.96241695,4.14107975,4.139085,1.07266246,5.92339551,6.025216,1.66898272,1.17108099,0.113023,0,8.36788248,8.448191,1.6287374,59.22,92.7234,-71.46,88.56,91.08,66.5316,130.86,-0.309636444282931,0.764254161717332,-3.96370146777649,0.0560596599576435,0.0358417458526515,0.0198474148298247,1512347428280.26,1512396481
242.81688,7.85489849,7.850945,1.96812308,1.47139143,1.474033,0.31130253,1.90779267,1.902424,0.24242712,9.34436679,9.312213,2.30525409,1.89469135,1.889812,0.42900378,3.14584713,3.175053,0.65283918,3.03708549,3.039943,0.47028132,96.426,91.08,-67.32,106.8714,75.4254,74.5056,112.4496,0.140359911867069,0.512801190027332,-3.25305886146649,0.0290599950769999,0.0254045307878575,0.0140863819898247,1512347428282.19,1512396482
243.6195,9.67572539,9.694726,2.42141201,8.07255106,8.091552,2.12658323,5.2878796,5.270717,1.2158733,0.34085469,0.057261,0,0.1050347,0.159851,0.02591271,5.99477394,5.983447,1.309052,1.72720049,1.726941,0.21836486,106.5024,122.6736,-76.14,65.2698,51.3774,90.6444,99.7668,-0.966933695552931,0.095376064807332,-1.96931209703649,-0.00551736886589695,0.0458453882347927,0.00435978542982473,1512347428280.78,1512396483
244.4205,0.74902131,0.712338,0.15893602,7.89591171,7.883821,2.07227296,8.89294466,8.90523,2.03761152,1.46630761,1.457733,0.53082388,4.99321666,5.000917,1.49257441,9.67336289,9.679584,2.03774137,5.80616339,5.807254,1.25298922,64.08,123.48,-87.8454,73.9422,80.8092,105.759,118.62,-2.26702794068293,0.413267045467332,-5.19783564997649,0.0284436613089935,0.101039136848236,0.0114533514198247,1512347428279.35,1512396483
245.2215,4.40885797,4.430551,1.24386399,6.16532074,6.164268,1.4309972,0.67369067,0.117214,0,9.92612394,9.924334,2.45551664,6.15966729,6.152726,1.78237379,3.80564627,3.803016,0.55053943,2.30884457,2.30171,0.32677994,82.62,121.32,-58.4712,110.7,88.38,89.595,105.3,-0.132301345412931,0.584588013817332,-4.40363840044649,0.0428279250415675,0.0448949260974543,0.0151758462698247,1512347428280.13,1512396484
246.0215,6.41084127,6.438423,1.65391473,0.74314979,0.741279,0.14999546,4.2298518,4.254503,1.02770846,9.48881787,9.52752,2.36579522,9.05772363,9.053823,2.54334865,1.14973523,0.842327,0,0.6204956,0.446815,0,90.603,84.3066,-74.2644,111.06,98.4834,69.6888,80.514,1.28418302406707,0.516071683567332,-3.62514588710649,0.0297647710187575,0.00400360159522553,0.0139197048098247,1512347428280.34,1512396485
246.8225,0.60773273,0.608352,0.11735846,4.75322273,4.747396,1.31843128,3.12179139,3.111545,0.49120176,4.20387476,4.202088,0.8052692,0.74823144,0.723518,0.18065045,3.91384319,3.908557,0.7944905,7.83548041,7.823582,1.66172109,58.5,103.725,-68.94,91.8,63.0702,79.56,125.4114,-0.824290625212931,0.434153629437332,-3.34775777878649,0.0217385805362403,0.0447058793323423,0.0127739805598247,1512347428282.18,1512396486
247.6235,2.63015807,2.577825,0.72862854,9.45641412,9.482871,2.4970724,7.52568527,7.527499,1.72499815,1.42282547,1.416636,0.23739428,6.1438556,6.1637,1.77690858,1.96256861,1.949046,0.16416333,8.85476956,8.849787,1.87245451,73.44,128.8368,-84.24,81.1548,86.94,76.32,130.86,-1.23635454631293,0.497562471237332,-3.77240685110649,0.0299802876386323,0.0625443893380583,0.0152763103898247,1512347428282.09,1512396487
248.4245,8.18581422,8.185463,2.05238945,8.90707023,8.899241,2.37362242,5.51285738,5.519204,1.0166232,5.67650726,5.670065,1.50016742,2.07607392,2.063833,0.46404432,4.21516878,4.208718,0.87446719,1.77056959,1.76508,0.22944631,100.7856,129.96,-82.44,98.7606,75.1734,83.88,101.4174,-0.339430866342931,0.188116197397332,-2.81852890985649,-0.00231899415345735,0.0392476530875451,0.00794477304982473,1512347428279.27,1512396487
249.2245,3.93416907,3.930728,0.81682364,6.40339975,6.409837,1.46373061,0.57938526,0.534849,0,5.57237599,5.432705,1.18619773,7.35254609,7.388288,2.13062849,8.8283411,8.821463,1.83894794,3.47032564,3.468314,0.75601933,88.308,123.4692,-57.0456,99,91.7244,102.5766,107.1,-0.866296862202931,0.686322766757332,-4.99786340508649,0.0612310951634611,0.0672864501879667,0.0161266168898247,1512347428279.93,1512396488
250.0255,2.18923839,2.192533,0.46539696,8.17487537,8.174441,2.1577034,6.32659446,6.335292,1.45281709,8.31096004,8.300137,2.10185414,4.73119455,4.727829,1.1465581,1.12613065,1.023365,0,5.10276921,5.113078,1.1194918,77.76,126.54,-82.755,108.1224,88.74,70.92,114.7878,-0.0550214598229309,0.431807973557332,-3.90078207054649,0.0183585473164531,0.0389774102712139,0.0143760481898247,1512347428281.67,1512396489
